date,product_id,product_name,category,units_sold,current_stock,reorder_threshold,price,stock_status,days_until_stockout
2024-03-05,ELEC012,PlayStation 5,Gaming,5,60,35,499.99,In Stock,12
2024-03-05,ELEC013,Canon EOS R7,Cameras,1,47,15,1499.99,In Stock,47
2024-03-05,ELEC014,DJI Mini 3 Pro,Drones,2,46,23,759.99,In Stock,23
2024-03-05,ELEC015,Ring Video Doorbell,Smart Home,1,64,19,99.99,In Stock,64
2024-03-06,ELEC001,iPhone 15 Pro,Smartphones,3,9,15,999.99,Low Stock,3
2024-03-06,ELEC002,Samsung Galaxy S24,Smartphones,3,28,24,899.99,In Stock,9
2024-03-06,ELEC003,MacBook Air M2,Laptops,1,77,32,1199.99,In Stock,77
2024-03-06,ELEC004,Dell XPS 13,Laptops,1,21,15,999.99,In Stock,21
2024-03-06,ELEC005,iPad Air,Tablets,2,74,27,599.99,In Stock,37
2024-03-06,ELEC006,Samsung Galaxy Tab S9,Tablets,1,32,23,649.99,In Stock,32
2024-03-06,ELEC007,AirPods Pro,Audio,8,32,27,249.99,In Stock,4
2024-03-06,ELEC008,Sony WH-1000XM5,Audio,1,54,24,349.99,In Stock,54
2024-03-06,ELEC009,Apple Watch Series 9,Wearables,2,32,27,399.99,In Stock,16
2024-03-06,ELEC010,Samsung Galaxy Watch 6,Wearables,0,57,39,349.99,In Stock,999
2024-03-06,ELEC011,Nintendo Switch OLED,Gaming,7,14,19,349.99,Low Stock,2
2024-03-06,ELEC012,PlayStation 5,Gaming,3,57,35,499.99,In Stock,19
2024-03-06,ELEC013,Canon EOS R7,Cameras,0,47,15,1499.99,In Stock,999
2024-03-06,ELEC014,DJI Mini 3 Pro,Drones,1,45,23,759.99,In Stock,45
2024-03-06,ELEC015,Ring Video Doorbell,Smart Home,4,60,19,99.99,In Stock,15
2024-03-07,ELEC001,iPhone 15 Pro,Smartphones,0,42,15,999.99,In Stock,999
2024-03-07,ELEC002,Samsung Galaxy S24,Smartphones,3,25,24,899.99,In Stock,8
2024-03-07,ELEC003,MacBook Air M2,Laptops,1,76,32,1199.99,In Stock,76
2024-03-07,ELEC004,Dell XPS 13,Laptops,1,20,15,999.99,In Stock,20
2024-03-07,ELEC005,iPad Air,Tablets,1,73,27,599.99,In Stock,73
2024-03-07,ELEC006,Samsung Galaxy Tab S9,Tablets,0,32,23,649.99,In Stock,999
2024-03-07,ELEC007,AirPods Pro,Audio,4,28,27,249.99,In Stock,7
2024-03-07,ELEC008,Sony WH-1000XM5,Audio,2,52,24,349.99,In Stock,26
2024-03-07,ELEC009,Apple Watch Series 9,Wearables,3,29,27,399.99,In Stock,9
2024-03-07,ELEC010,Samsung Galaxy Watch 6,Wearables,2,55,39,349.99,In Stock,27
2024-03-07,ELEC011,Nintendo Switch OLED,Gaming,0,14,19,349.99,Low Stock,999
2024-03-07,ELEC012,PlayStation 5,Gaming,5,52,35,499.99,In Stock,10
2024-03-07,ELEC013,Canon EOS R7,Cameras,0,47,15,1499.99,In Stock,999
2024-03-07,ELEC014,DJI Mini 3 Pro,Drones,1,44,23,759.99,In Stock,44
2024-03-07,ELEC015,Ring Video Doorbell,Smart Home,4,56,19,99.99,In Stock,14
2024-03-08,ELEC001,iPhone 15 Pro,Smartphones,4,38,15,999.99,In Stock,9
2024-03-08,ELEC002,Samsung Galaxy S24,Smartphones,4,21,24,899.99,Low Stock,5
2024-03-08,ELEC003,MacBook Air M2,Laptops,1,75,32,1199.99,In Stock,75
2024-03-08,ELEC004,Dell XPS 13,Laptops,0,20,15,999.99,In Stock,999
2024-03-08,ELEC005,iPad Air,Tablets,2,71,27,599.99,In Stock,35
2024-03-08,ELEC006,Samsung Galaxy Tab S9,Tablets,3,29,23,649.99,In Stock,9
2024-03-08,ELEC007,AirPods Pro,Audio,5,23,27,249.99,Low Stock,4
2024-03-08,ELEC008,Sony WH-1000XM5,Audio,1,51,24,349.99,In Stock,51
2024-03-08,ELEC009,Apple Watch Series 9,Wearables,2,27,27,399.99,Low Stock,13
2024-03-08,ELEC010,Samsung Galaxy Watch 6,Wearables,1,54,39,349.99,In Stock,54
2024-03-08,ELEC011,Nintendo Switch OLED,Gaming,1,13,19,349.99,Low Stock,13
2024-03-08,ELEC012,PlayStation 5,Gaming,1,51,35,499.99,In Stock,51
2024-03-08,ELEC013,Canon EOS R7,Cameras,0,47,15,1499.99,In Stock,999
2024-03-08,ELEC014,DJI Mini 3 Pro,Drones,1,43,23,759.99,In Stock,43
2024-03-08,ELEC015,Ring Video Doorbell,Smart Home,2,54,19,99.99,In Stock,27
2024-03-09,ELEC001,iPhone 15 Pro,Smartphones,0,38,15,999.99,In Stock,999
2024-03-09,ELEC002,Samsung Galaxy S24,Smartphones,5,16,24,899.99,Low Stock,3
2024-03-09,ELEC003,MacBook Air M2,Laptops,2,73,32,1199.99,In Stock,36
2024-03-09,ELEC004,Dell XPS 13,Laptops,1,19,15,999.99,In Stock,19
2024-03-09,ELEC005,iPad Air,Tablets,1,70,27,599.99,In Stock,70
2024-03-09,ELEC006,Samsung Galaxy Tab S9,Tablets,2,27,23,649.99,In Stock,13
2024-03-09,ELEC007,AirPods Pro,Audio,9,14,27,249.99,Low Stock,1
2024-03-09,ELEC008,Sony WH-1000XM5,Audio,3,48,24,349.99,In Stock,16
2024-03-09,ELEC009,Apple Watch Series 9,Wearables,2,104,27,399.99,In Stock,52
2024-03-09,ELEC010,Samsung Galaxy Watch 6,Wearables,2,52,39,349.99,In Stock,26
2024-03-09,ELEC011,Nintendo Switch OLED,Gaming,3,88,19,349.99,In Stock,29
2024-03-09,ELEC012,PlayStation 5,Gaming,2,49,35,499.99,In Stock,24
2024-03-09,ELEC013,Canon EOS R7,Cameras,0,47,15,1499.99,In Stock,999
2024-03-09,ELEC014,DJI Mini 3 Pro,Drones,0,43,23,759.99,In Stock,999
2024-03-09,ELEC015,Ring Video Doorbell,Smart Home,2,52,19,99.99,In Stock,26
2024-03-10,ELEC001,iPhone 15 Pro,Smartphones,2,36,15,999.99,In Stock,18
2024-03-10,ELEC002,Samsung Galaxy S24,Smartphones,4,12,24,899.99,Low Stock,3
2024-03-10,ELEC003,MacBook Air M2,Laptops,3,70,32,1199.99,In Stock,23
2024-03-10,ELEC004,Dell XPS 13,Laptops,1,18,15,999.99,In Stock,18
2024-03-10,ELEC005,iPad Air,Tablets,1,69,27,599.99,In Stock,69
2024-03-10,ELEC006,Samsung Galaxy Tab S9,Tablets,1,26,23,649.99,In Stock,26
2024-03-10,ELEC007,AirPods Pro,Audio,8,6,27,249.99,Low Stock,0
2024-03-10,ELEC008,Sony WH-1000XM5,Audio,2,46,24,349.99,In Stock,23
2024-03-10,ELEC009,Apple Watch Series 9,Wearables,0,104,27,399.99,In Stock,999
2024-03-10,ELEC010,Samsung Galaxy Watch 6,Wearables,1,51,39,349.99,In Stock,51
2024-03-10,ELEC011,Nintendo Switch OLED,Gaming,6,82,19,349.99,In Stock,13
2024-03-10,ELEC012,PlayStation 5,Gaming,1,48,35,499.99,In Stock,48
2024-03-10,ELEC013,Canon EOS R7,Cameras,0,47,15,1499.99,In Stock,999
2024-03-10,ELEC014,DJI Mini 3 Pro,Drones,0,43,23,759.99,In Stock,999
2024-03-10,ELEC015,Ring Video Doorbell,Smart Home,6,46,19,99.99,In Stock,7
2024-03-11,ELEC001,iPhone 15 Pro,Smartphones,1,35,15,999.99,In Stock,35
2024-03-11,ELEC002,Samsung Galaxy S24,Smartphones,2,10,24,899.99,Low Stock,5
2024-03-11,ELEC003,MacBook Air M2,Laptops,1,69,32,1199.99,In Stock,69
2024-03-11,ELEC004,Dell XPS 13,Laptops,0,18,15,999.99,In Stock,999
2024-03-11,ELEC005,iPad Air,Tablets,3,66,27,599.99,In Stock,22
2024-03-11,ELEC006,Samsung Galaxy Tab S9,Tablets,3,23,23,649.99,Low Stock,7
2024-03-11,ELEC007,AirPods Pro,Audio,3,3,27,249.99,Low Stock,1
2024-03-11,ELEC008,Sony WH-1000XM5,Audio,1,45,24,349.99,In Stock,45
2024-03-11,ELEC009,Apple Watch Series 9,Wearables,1,103,27,399.99,In Stock,103
2024-03-11,ELEC010,Samsung Galaxy Watch 6,Wearables,3,48,39,349.99,In Stock,16
2024-03-11,ELEC011,Nintendo Switch OLED,Gaming,3,79,19,349.99,In Stock,26
2024-03-11,ELEC012,PlayStation 5,Gaming,1,47,35,499.99,In Stock,47
2024-03-11,ELEC013,Canon EOS R7,Cameras,0,47,15,1499.99,In Stock,999
2024-03-11,ELEC014,DJI Mini 3 Pro,Drones,0,43,23,759.99,In Stock,999
2024-03-11,ELEC015,Ring Video Doorbell,Smart Home,5,41,19,99.99,In Stock,8
2024-03-12,ELEC001,iPhone 15 Pro,Smartphones,6,29,15,999.99,In Stock,4
2024-03-12,ELEC002,Samsung Galaxy S24,Smartphones,5,57,24,899.99,In Stock,11
2024-03-12,ELEC003,MacBook Air M2,Laptops,0,69,32,1199.99,In Stock,999
2024-03-12,ELEC004,Dell XPS 13,Laptops,2,16,15,999.99,In Stock,8
2024-03-12,ELEC005,iPad Air,Tablets,2,64,27,599.99,In Stock,32
2024-03-12,ELEC006,Samsung Galaxy Tab S9,Tablets,1,22,23,649.99,Low Stock,22
2024-03-12,ELEC007,AirPods Pro,Audio,2,1,27,249.99,Low Stock,0
2024-03-12,ELEC008,Sony WH-1000XM5,Audio,2,43,24,349.99,In Stock,21
2024-03-12,ELEC009,Apple Watch Series 9,Wearables,2,101,27,399.99,In Stock,50
2024-03-12,ELEC010,Samsung Galaxy Watch 6,Wearables,4,44,39,349.99,In Stock,11
2024-03-12,ELEC011,Nintendo Switch OLED,Gaming,2,77,19,349.99,In Stock,38
2024-03-12,ELEC012,PlayStation 5,Gaming,0,47,35,499.99,In Stock,999
2024-03-12,ELEC013,Canon EOS R7,Cameras,1,46,15,1499.99,In Stock,46
2024-03-12,ELEC014,DJI Mini 3 Pro,Drones,0,43,23,759.99,In Stock,999
2024-03-12,ELEC015,Ring Video Doorbell,Smart Home,6,35,19,99.99,In Stock,5
2024-03-13,ELEC001,iPhone 15 Pro,Smartphones,4,25,15,999.99,In Stock,6
2024-03-13,ELEC002,Samsung Galaxy S24,Smartphones,2,55,24,899.99,In Stock,27
2024-03-13,ELEC003,MacBook Air M2,Laptops,1,68,32,1199.99,In Stock,68
2024-03-13,ELEC004,Dell XPS 13,Laptops,1,15,15,999.99,Low Stock,15
2024-03-13,ELEC005,iPad Air,Tablets,2,62,27,599.99,In Stock,31
2024-03-13,ELEC006,Samsung Galaxy Tab S9,Tablets,2,73,23,649.99,In Stock,36
2024-03-13,ELEC007,AirPods Pro,Audio,2,33,27,249.99,In Stock,16
2024-03-13,ELEC008,Sony WH-1000XM5,Audio,2,41,24,349.99,In Stock,20
2024-03-13,ELEC009,Apple Watch Series 9,Wearables,2,99,27,399.99,In Stock,49
2024-03-13,ELEC010,Samsung Galaxy Watch 6,Wearables,1,43,39,349.99,In Stock,43
2024-03-13,ELEC011,Nintendo Switch OLED,Gaming,3,74,19,349.99,In Stock,24
2024-03-13,ELEC012,PlayStation 5,Gaming,1,46,35,499.99,In Stock,46
2024-03-13,ELEC013,Canon EOS R7,Cameras,0,46,15,1499.99,In Stock,999
2024-03-13,ELEC014,DJI Mini 3 Pro,Drones,0,43,23,759.99,In Stock,999
2024-03-13,ELEC015,Ring Video Doorbell,Smart Home,3,32,19,99.99,In Stock,10
2024-03-14,ELEC001,iPhone 15 Pro,Smartphones,3,22,15,999.99,In Stock,7
2024-03-14,ELEC002,Samsung Galaxy S24,Smartphones,3,52,24,899.99,In Stock,17
2024-03-14,ELEC003,MacBook Air M2,Laptops,1,67,32,1199.99,In Stock,67
2024-03-14,ELEC004,Dell XPS 13,Laptops,1,14,15,999.99,Low Stock,14
2024-03-14,ELEC005,iPad Air,Tablets,0,62,27,599.99,In Stock,999
2024-03-14,ELEC006,Samsung Galaxy Tab S9,Tablets,0,73,23,649.99,In Stock,999
2024-03-14,ELEC007,AirPods Pro,Audio,3,30,27,249.99,In Stock,10
2024-03-14,ELEC008,Sony WH-1000XM5,Audio,2,39,24,349.99,In Stock,19
2024-03-14,ELEC009,Apple Watch Series 9,Wearables,3,96,27,399.99,In Stock,32
2024-03-14,ELEC010,Samsung Galaxy Watch 6,Wearables,1,42,39,349.99,In Stock,42
2024-03-14,ELEC011,Nintendo Switch OLED,Gaming,0,74,19,349.99,In Stock,999
2024-03-14,ELEC012,PlayStation 5,Gaming,0,46,35,499.99,In Stock,999
2024-03-14,ELEC013,Canon EOS R7,Cameras,0,46,15,1499.99,In Stock,999
2024-03-14,ELEC014,DJI Mini 3 Pro,Drones,2,41,23,759.99,In Stock,20
2024-03-14,ELEC015,Ring Video Doorbell,Smart Home,3,29,19,99.99,In Stock,9
2024-03-15,ELEC001,iPhone 15 Pro,Smartphones,3,19,15,999.99,In Stock,6
2024-03-15,ELEC002,Samsung Galaxy S24,Smartphones,1,51,24,899.99,In Stock,51
2024-03-15,ELEC003,MacBook Air M2,Laptops,1,66,32,1199.99,In Stock,66
2024-03-15,ELEC004,Dell XPS 13,Laptops,0,14,15,999.99,Low Stock,999
2024-03-15,ELEC005,iPad Air,Tablets,1,61,27,599.99,In Stock,61
2024-03-15,ELEC006,Samsung Galaxy Tab S9,Tablets,2,71,23,649.99,In Stock,35
2024-03-15,ELEC007,AirPods Pro,Audio,0,30,27,249.99,In Stock,999
2024-03-15,ELEC008,Sony WH-1000XM5,Audio,1,38,24,349.99,In Stock,38
2024-03-15,ELEC009,Apple Watch Series 9,Wearables,6,90,27,399.99,In Stock,15
2024-03-15,ELEC010,Samsung Galaxy Watch 6,Wearables,1,41,39,349.99,In Stock,41
2024-03-15,ELEC011,Nintendo Switch OLED,Gaming,3,71,19,349.99,In Stock,23
2024-03-15,ELEC012,PlayStation 5,Gaming,3,43,35,499.99,In Stock,14
2024-03-15,ELEC013,Canon EOS R7,Cameras,0,46,15,1499.99,In Stock,999
2024-03-15,ELEC014,DJI Mini 3 Pro,Drones,0,41,23,759.99,In Stock,999
2024-03-15,ELEC015,Ring Video Doorbell,Smart Home,3,26,19,99.99,In Stock,8
2024-03-16,ELEC001,iPhone 15 Pro,Smartphones,2,17,15,999.99,In Stock,8
2024-03-16,ELEC002,Samsung Galaxy S24,Smartphones,2,49,24,899.99,In Stock,24
2024-03-16,ELEC003,MacBook Air M2,Laptops,1,65,32,1199.99,In Stock,65
2024-03-16,ELEC004,Dell XPS 13,Laptops,1,52,15,999.99,In Stock,52
2024-03-16,ELEC005,iPad Air,Tablets,5,56,27,599.99,In Stock,11
2024-03-16,ELEC006,Samsung Galaxy Tab S9,Tablets,3,68,23,649.99,In Stock,22
2024-03-16,ELEC007,AirPods Pro,Audio,1,29,27,249.99,In Stock,29
2024-03-16,ELEC008,Sony WH-1000XM5,Audio,1,37,24,349.99,In Stock,37
2024-03-16,ELEC009,Apple Watch Series 9,Wearables,1,89,27,399.99,In Stock,89
2024-03-16,ELEC010,Samsung Galaxy Watch 6,Wearables,4,37,39,349.99,Low Stock,9
2024-03-16,ELEC011,Nintendo Switch OLED,Gaming,0,71,19,349.99,In Stock,999
2024-03-16,ELEC012,PlayStation 5,Gaming,4,39,35,499.99,In Stock,9
2024-03-16,ELEC013,Canon EOS R7,Cameras,0,46,15,1499.99,In Stock,999
2024-03-16,ELEC014,DJI Mini 3 Pro,Drones,2,39,23,759.99,In Stock,19
2024-03-16,ELEC015,Ring Video Doorbell,Smart Home,7,19,19,99.99,Low Stock,2
2024-03-17,ELEC001,iPhone 15 Pro,Smartphones,2,74,15,999.99,In Stock,37
2024-03-17,ELEC002,Samsung Galaxy S24,Smartphones,2,47,24,899.99,In Stock,23
2024-03-17,ELEC003,MacBook Air M2,Laptops,2,63,32,1199.99,In Stock,31
2024-03-17,ELEC004,Dell XPS 13,Laptops,0,52,15,999.99,In Stock,999
2024-03-17,ELEC005,iPad Air,Tablets,2,54,27,599.99,In Stock,27
2024-03-17,ELEC006,Samsung Galaxy Tab S9,Tablets,3,65,23,649.99,In Stock,21
2024-03-17,ELEC007,AirPods Pro,Audio,1,28,27,249.99,In Stock,28
2024-03-17,ELEC008,Sony WH-1000XM5,Audio,2,35,24,349.99,In Stock,17
2024-03-17,ELEC009,Apple Watch Series 9,Wearables,4,85,27,399.99,In Stock,21
2024-03-17,ELEC010,Samsung Galaxy Watch 6,Wearables,3,34,39,349.99,Low Stock,11
2024-03-17,ELEC011,Nintendo Switch OLED,Gaming,2,69,19,349.99,In Stock,34
2024-03-17,ELEC012,PlayStation 5,Gaming,0,39,35,499.99,In Stock,999
2024-03-17,ELEC013,Canon EOS R7,Cameras,1,45,15,1499.99,In Stock,45
2024-03-17,ELEC014,DJI Mini 3 Pro,Drones,0,39,23,759.99,In Stock,999
2024-03-17,ELEC015,Ring Video Doorbell,Smart Home,4,15,19,99.99,Low Stock,3
2024-03-18,ELEC001,iPhone 15 Pro,Smartphones,2,72,15,999.99,In Stock,36
2024-03-18,ELEC002,Samsung Galaxy S24,Smartphones,4,43,24,899.99,In Stock,10
2024-03-18,ELEC003,MacBook Air M2,Laptops,1,62,32,1199.99,In Stock,62
2024-03-18,ELEC004,Dell XPS 13,Laptops,1,51,15,999.99,In Stock,51
2024-03-18,ELEC005,iPad Air,Tablets,1,53,27,599.99,In Stock,53
2024-03-18,ELEC006,Samsung Galaxy Tab S9,Tablets,1,64,23,649.99,In Stock,64
2024-03-18,ELEC007,AirPods Pro,Audio,0,28,27,249.99,In Stock,999
2024-03-18,ELEC008,Sony WH-1000XM5,Audio,3,32,24,349.99,In Stock,10
2024-03-18,ELEC009,Apple Watch Series 9,Wearables,3,82,27,399.99,In Stock,27
2024-03-18,ELEC010,Samsung Galaxy Watch 6,Wearables,1,33,39,349.99,Low Stock,33
2024-03-18,ELEC011,Nintendo Switch OLED,Gaming,0,69,19,349.99,In Stock,999
2024-03-18,ELEC012,PlayStation 5,Gaming,1,38,35,499.99,In Stock,38
2024-03-18,ELEC013,Canon EOS R7,Cameras,0,45,15,1499.99,In Stock,999
2024-03-18,ELEC014,DJI Mini 3 Pro,Drones,1,38,23,759.99,In Stock,38
2024-03-18,ELEC015,Ring Video Doorbell,Smart Home,0,15,19,99.99,Low Stock,999
2024-03-19,ELEC001,iPhone 15 Pro,Smartphones,1,71,15,999.99,In Stock,71
2024-03-19,ELEC002,Samsung Galaxy S24,Smartphones,1,42,24,899.99,In Stock,42
2024-03-19,ELEC003,MacBook Air M2,Laptops,1,61,32,1199.99,In Stock,61
2024-03-19,ELEC004,Dell XPS 13,Laptops,0,51,15,999.99,In Stock,999
2024-03-19,ELEC005,iPad Air,Tablets,1,52,27,599.99,In Stock,52
2024-03-19,ELEC006,Samsung Galaxy Tab S9,Tablets,2,62,23,649.99,In Stock,31
2024-03-19,ELEC007,AirPods Pro,Audio,9,19,27,249.99,Low Stock,2
2024-03-19,ELEC008,Sony WH-1000XM5,Audio,2,30,24,349.99,In Stock,15
2024-03-19,ELEC009,Apple Watch Series 9,Wearables,9,73,27,399.99,In Stock,8
2024-03-19,ELEC010,Samsung Galaxy Watch 6,Wearables,5,28,39,349.99,Low Stock,5
2024-03-19,ELEC011,Nintendo Switch OLED,Gaming,6,63,19,349.99,In Stock,10
2024-03-19,ELEC012,PlayStation 5,Gaming,2,36,35,499.99,In Stock,18
2024-03-19,ELEC013,Canon EOS R7,Cameras,0,45,15,1499.99,In Stock,999
2024-03-19,ELEC014,DJI Mini 3 Pro,Drones,1,37,23,759.99,In Stock,37
2024-03-19,ELEC015,Ring Video Doorbell,Smart Home,2,90,19,99.99,In Stock,45
2024-03-20,ELEC001,iPhone 15 Pro,Smartphones,3,68,15,999.99,In Stock,22
2024-03-20,ELEC002,Samsung Galaxy S24,Smartphones,0,42,24,899.99,In Stock,999
2024-03-20,ELEC003,MacBook Air M2,Laptops,2,59,32,1199.99,In Stock,29
2024-03-20,ELEC004,Dell XPS 13,Laptops,1,50,15,999.99,In Stock,50
2024-03-20,ELEC005,iPad Air,Tablets,0,52,27,599.99,In Stock,999
2024-03-20,ELEC006,Samsung Galaxy Tab S9,Tablets,2,60,23,649.99,In Stock,30
2024-03-20,ELEC007,AirPods Pro,Audio,8,11,27,249.99,Low Stock,1
2024-03-20,ELEC008,Sony WH-1000XM5,Audio,2,28,24,349.99,In Stock,14
2024-03-20,ELEC009,Apple Watch Series 9,Wearables,5,68,27,399.99,In Stock,13
2024-03-20,ELEC010,Samsung Galaxy Watch 6,Wearables,3,25,39,349.99,Low Stock,8
2024-03-20,ELEC011,Nintendo Switch OLED,Gaming,3,60,19,349.99,In Stock,20
2024-03-20,ELEC012,PlayStation 5,Gaming,2,84,35,499.99,In Stock,42
2024-03-20,ELEC013,Canon EOS R7,Cameras,0,45,15,1499.99,In Stock,999
2024-03-20,ELEC014,DJI Mini 3 Pro,Drones,0,37,23,759.99,In Stock,999
2024-03-20,ELEC015,Ring Video Doorbell,Smart Home,1,89,19,99.99,In Stock,89
2024-03-21,ELEC001,iPhone 15 Pro,Smartphones,3,65,15,999.99,In Stock,21
2024-03-21,ELEC002,Samsung Galaxy S24,Smartphones,2,40,24,899.99,In Stock,20
2024-03-21,ELEC003,MacBook Air M2,Laptops,2,57,32,1199.99,In Stock,28
2024-03-21,ELEC004,Dell XPS 13,Laptops,1,49,15,999.99,In Stock,49
2024-03-21,ELEC005,iPad Air,Tablets,4,48,27,599.99,In Stock,12
2024-03-21,ELEC006,Samsung Galaxy Tab S9,Tablets,3,57,23,649.99,In Stock,19
2024-03-21,ELEC007,AirPods Pro,Audio,5,6,27,249.99,Low Stock,1
2024-03-21,ELEC008,Sony WH-1000XM5,Audio,2,26,24,349.99,In Stock,13
2024-03-21,ELEC009,Apple Watch Series 9,Wearables,2,66,27,399.99,In Stock,33
2024-03-21,ELEC010,Samsung Galaxy Watch 6,Wearables,3,68,39,349.99,In Stock,22
2024-03-21,ELEC011,Nintendo Switch OLED,Gaming,2,58,19,349.99,In Stock,29
2024-03-21,ELEC012,PlayStation 5,Gaming,1,83,35,499.99,In Stock,83
2024-03-21,ELEC013,Canon EOS R7,Cameras,1,44,15,1499.99,In Stock,44
2024-03-21,ELEC014,DJI Mini 3 Pro,Drones,0,37,23,759.99,In Stock,999
2024-03-21,ELEC015,Ring Video Doorbell,Smart Home,2,87,19,99.99,In Stock,43
2024-03-22,ELEC001,iPhone 15 Pro,Smartphones,0,65,15,999.99,In Stock,999
2024-03-22,ELEC002,Samsung Galaxy S24,Smartphones,3,37,24,899.99,In Stock,12
2024-03-22,ELEC003,MacBook Air M2,Laptops,1,56,32,1199.99,In Stock,56
2024-03-22,ELEC004,Dell XPS 13,Laptops,0,49,15,999.99,In Stock,999
2024-03-22,ELEC005,iPad Air,Tablets,5,43,27,599.99,In Stock,8
2024-03-22,ELEC006,Samsung Galaxy Tab S9,Tablets,2,55,23,649.99,In Stock,27
2024-03-22,ELEC007,AirPods Pro,Audio,6,0,27,249.99,Low Stock,0
2024-03-22,ELEC008,Sony WH-1000XM5,Audio,2,24,24,349.99,Low Stock,12
2024-03-22,ELEC009,Apple Watch Series 9,Wearables,3,63,27,399.99,In Stock,21
2024-03-22,ELEC010,Samsung Galaxy Watch 6,Wearables,1,67,39,349.99,In Stock,67
2024-03-22,ELEC011,Nintendo Switch OLED,Gaming,4,54,19,349.99,In Stock,13
2024-03-22,ELEC012,PlayStation 5,Gaming,3,80,35,499.99,In Stock,26
2024-03-22,ELEC013,Canon EOS R7,Cameras,0,44,15,1499.99,In Stock,999
2024-03-22,ELEC014,DJI Mini 3 Pro,Drones,0,37,23,759.99,In Stock,999
2024-03-22,ELEC015,Ring Video Doorbell,Smart Home,4,83,19,99.99,In Stock,20
2024-03-23,ELEC001,iPhone 15 Pro,Smartphones,3,62,15,999.99,In Stock,20
2024-03-23,ELEC002,Samsung Galaxy S24,Smartphones,4,33,24,899.99,In Stock,8
2024-03-23,ELEC003,MacBook Air M2,Laptops,0,56,32,1199.99,In Stock,999
2024-03-23,ELEC004,Dell XPS 13,Laptops,2,47,15,999.99,In Stock,23
2024-03-23,ELEC005,iPad Air,Tablets,3,40,27,599.99,In Stock,13
2024-03-23,ELEC006,Samsung Galaxy Tab S9,Tablets,3,52,23,649.99,In Stock,17
2024-03-23,ELEC007,AirPods Pro,Audio,10,0,27,249.99,Low Stock,0
2024-03-23,ELEC008,Sony WH-1000XM5,Audio,1,23,24,349.99,Low Stock,23
2024-03-23,ELEC009,Apple Watch Series 9,Wearables,1,62,27,399.99,In Stock,62
2024-03-23,ELEC010,Samsung Galaxy Watch 6,Wearables,5,62,39,349.99,In Stock,12
2024-03-23,ELEC011,Nintendo Switch OLED,Gaming,2,52,19,349.99,In Stock,26
2024-03-23,ELEC012,PlayStation 5,Gaming,1,79,35,499.99,In Stock,79
2024-03-23,ELEC013,Canon EOS R7,Cameras,1,43,15,1499.99,In Stock,43
2024-03-23,ELEC014,DJI Mini 3 Pro,Drones,3,34,23,759.99,In Stock,11
2024-03-23,ELEC015,Ring Video Doorbell,Smart Home,6,77,19,99.99,In Stock,12
2024-03-24,ELEC001,iPhone 15 Pro,Smartphones,4,58,15,999.99,In Stock,14
2024-03-24,ELEC002,Samsung Galaxy S24,Smartphones,3,30,24,899.99,In Stock,10
2024-03-24,ELEC003,MacBook Air M2,Laptops,3,53,32,1199.99,In Stock,17
2024-03-24,ELEC004,Dell XPS 13,Laptops,2,45,15,999.99,In Stock,22
2024-03-24,ELEC005,iPad Air,Tablets,4,36,27,599.99,In Stock,9
2024-03-24,ELEC006,Samsung Galaxy Tab S9,Tablets,3,49,23,649.99,In Stock,16
2024-03-24,ELEC007,AirPods Pro,Audio,0,0,27,249.99,Low Stock,999
2024-03-24,ELEC008,Sony WH-1000XM5,Audio,3,20,24,349.99,Low Stock,6
2024-03-24,ELEC009,Apple Watch Series 9,Wearables,6,56,27,399.99,In Stock,9
2024-03-24,ELEC010,Samsung Galaxy Watch 6,Wearables,3,59,39,349.99,In Stock,19
2024-03-24,ELEC011,Nintendo Switch OLED,Gaming,4,48,19,349.99,In Stock,12
2024-03-24,ELEC012,PlayStation 5,Gaming,1,78,35,499.99,In Stock,78
2024-03-24,ELEC013,Canon EOS R7,Cameras,0,43,15,1499.99,In Stock,999
2024-03-24,ELEC014,DJI Mini 3 Pro,Drones,1,33,23,759.99,In Stock,33
2024-03-24,ELEC015,Ring Video Doorbell,Smart Home,4,73,19,99.99,In Stock,18
2024-03-25,ELEC001,iPhone 15 Pro,Smartphones,2,56,15,999.99,In Stock,28
2024-03-25,ELEC002,Samsung Galaxy S24,Smartphones,5,25,24,899.99,In Stock,5
2024-03-25,ELEC003,MacBook Air M2,Laptops,1,52,32,1199.99,In Stock,52
2024-03-25,ELEC004,Dell XPS 13,Laptops,2,43,15,999.99,In Stock,21
2024-03-25,ELEC005,iPad Air,Tablets,5,31,27,599.99,In Stock,6
2024-03-25,ELEC006,Samsung Galaxy Tab S9,Tablets,4,45,23,649.99,In Stock,11
2024-03-25,ELEC007,AirPods Pro,Audio,6,0,27,249.99,Low Stock,0
2024-03-25,ELEC008,Sony WH-1000XM5,Audio,3,17,24,349.99,Low Stock,5
2024-03-25,ELEC009,Apple Watch Series 9,Wearables,5,51,27,399.99,In Stock,10
2024-03-25,ELEC010,Samsung Galaxy Watch 6,Wearables,1,58,39,349.99,In Stock,58
2024-03-25,ELEC011,Nintendo Switch OLED,Gaming,0,48,19,349.99,In Stock,999
2024-03-25,ELEC012,PlayStation 5,Gaming,1,77,35,499.99,In Stock,77
2024-03-25,ELEC013,Canon EOS R7,Cameras,1,42,15,1499.99,In Stock,42
2024-03-25,ELEC014,DJI Mini 3 Pro,Drones,0,33,23,759.99,In Stock,999
